# sim/spectral_table.csv -- the committed spectral basis for Q4 (northstar design §8, M1a0).
# Generated by tools/make_spectral_table.py; do not hand-edit.
# producer_commit: 5246a509ff21492c30ba97a51bc5832cc763dba6
# quadrature: trapezoid
# formatter: %.10e , newline \n
# grid: ASTM G173-03 native, 2002 rows, 280-4000 nm
# source: ASTMG173.csv  md5 b31870bd3500b58414100af7e4b0e04c  size 57708 B  pvlib-python commit 2d0ed71e1308293b3081979404f8e90f2f2dde1e
# source: iop2008.dat  md5 cf5f76d58a31aa5f994fa038c390a856  size 16514 B  Warren & Brandt 2008, IOP_2008_ASCIItable.dat
# k_per_m: 4*pi*m_im/lambda, m_im log-space interpolated over 250-4200 nm
# E_AM0: ASTM column 2 (extraterrestrial), W m^-2 nm^-1
# n_ph: E_AM0*lambda/(h c), h 6.62607015e-34 J s, c 299792458.0 m/s
lambda_nm,k_per_m,E_AM0,n_ph
7.9000000000e+02,1.8770021930e+00,1.1704000000e+00,4.6546247242e+18
7.9100000000e+02,1.8986183192e+00,1.1632000000e+00,4.6318463536e+18
7.9200000000e+02,1.9204864527e+00,1.1500000000e+00,4.5850733697e+18
7.9300000000e+02,1.9426095585e+00,1.1449000000e+00,4.5705031261e+18
7.9400000000e+02,1.9649906369e+00,1.1260000000e+00,4.5007217125e+18
7.9500000000e+02,1.9876327237e+00,1.1280000000e+00,4.5143943731e+18
7.9600000000e+02,2.0105388905e+00,1.1427000000e+00,4.5789780614e+18
7.9700000000e+02,2.0337122457e+00,1.1580000000e+00,4.6461170672e+18
7.9800000000e+02,2.0571559341e+00,1.1501000000e+00,4.6202104965e+18
7.9900000000e+02,2.0808731382e+00,1.1350000000e+00,4.5652641210e+18
8.0000000000e+02,2.1048670779e+00,1.1248000000e+00,4.5298994521e+18
8.0100000000e+02,2.1114678352e+00,1.1427000000e+00,4.6077404864e+18
8.0200000000e+02,2.1180925934e+00,1.1422000000e+00,4.6114742906e+18
8.0300000000e+02,2.1247414402e+00,1.1241000000e+00,4.5440568982e+18
8.0400000000e+02,2.1314144637e+00,1.1342000000e+00,4.5905947888e+18
8.0500000000e+02,2.1381117524e+00,1.1001000000e+00,4.4581154669e+18
8.0600000000e+02,2.1448333949e+00,1.1309000000e+00,4.5886244355e+18
8.0700000000e+02,2.1515794805e+00,1.1230000000e+00,4.5622235146e+18
8.0800000000e+02,2.1583500985e+00,1.1162000000e+00,4.5402173775e+18
8.0900000000e+02,2.1651453387e+00,1.0980000000e+00,4.4717151328e+18
8.1000000000e+02,2.1719652914e+00,1.1100000000e+00,4.5261742059e+18
8.1100000000e+02,2.1738914060e+00,1.1143000000e+00,4.5493175500e+18
8.1200000000e+02,2.1758225369e+00,1.1160000000e+00,4.5618761606e+18
8.1300000000e+02,2.1777586862e+00,1.1180000000e+00,4.5756797082e+18
8.1400000000e+02,2.1796998561e+00,1.1174000000e+00,4.5788491880e+18
8.1500000000e+02,2.1816460489e+00,1.1091000000e+00,4.5504210283e+18
8.1600000000e+02,2.1835972667e+00,1.1050000000e+00,4.5391622266e+18
8.1700000000e+02,2.1855535121e+00,1.1083000000e+00,4.5582974071e+18
8.1800000000e+02,2.1875147872e+00,1.0861000000e+00,4.4724591753e+18
8.1900000000e+02,2.1894810945e+00,1.0738000000e+00,4.4272145492e+18
8.2000000000e+02,2.1914524364e+00,1.0740000000e+00,4.4334457787e+18
8.2100000000e+02,2.1918253263e+00,1.0760000000e+00,4.4471184393e+18
8.2200000000e+02,2.1922015319e+00,1.0560000000e+00,4.3697742724e+18
8.2300000000e+02,2.1925810471e+00,1.0760000000e+00,4.4579518582e+18
8.2400000000e+02,2.1929638657e+00,1.0715000000e+00,4.4447020633e+18
8.2500000000e+02,2.1933499815e+00,1.0699000000e+00,4.4434510854e+18
8.2600000000e+02,2.1937393884e+00,1.0759000000e+00,4.4737861684e+18
8.2700000000e+02,2.1941320803e+00,1.0762000000e+00,4.4804513387e+18
8.2800000000e+02,2.1945280512e+00,1.0749000000e+00,4.4804503319e+18
8.2900000000e+02,2.1949272951e+00,1.0620000000e+00,4.4320261578e+18
8.3000000000e+02,2.1953298061e+00,1.0563000000e+00,4.4135559841e+18
8.3100000000e+02,2.2015965550e+00,1.0560000000e+00,4.4176185162e+18
8.3200000000e+02,2.2078843900e+00,1.0550000000e+00,4.4187461583e+18
8.3300000000e+02,2.2141933820e+00,1.0327000000e+00,4.3305439054e+18
8.3400000000e+02,2.2205236019e+00,1.0459000000e+00,4.3911622200e+18
8.3500000000e+02,2.2268751210e+00,1.0476000000e+00,4.4035733310e+18
8.3600000000e+02,2.2332480109e+00,1.0597000000e+00,4.4597701811e+18
8.3700000000e+02,2.2396423434e+00,1.0511000000e+00,4.4288682565e+18
8.3800000000e+02,2.2460581904e+00,1.0549000000e+00,4.4501902572e+18
8.3900000000e+02,2.2524956242e+00,1.0400000000e+00,4.3925687522e+18
8.4000000000e+02,2.2589547176e+00,1.0500000000e+00,4.4400908126e+18
8.4100000000e+02,2.3000550454e+00,1.0520000000e+00,4.4538440190e+18
8.4200000000e+02,2.3419064801e+00,1.0287000000e+00,4.3603775904e+18
8.4300000000e+02,2.3845228003e+00,1.0271000000e+00,4.3587661697e+18
8.4400000000e+02,2.4279180379e+00,1.0140000000e+00,4.3082775044e+18
8.4500000000e+02,2.4721064833e+00,1.0360000000e+00,4.4069663256e+18
8.4600000000e+02,2.5171026898e+00,1.0370000000e+00,4.4164405329e+18
8.4700000000e+02,2.5629214785e+00,1.0060000000e+00,4.2894801131e+18
8.4800000000e+02,2.6095779436e+00,1.0110000000e+00,4.3158890886e+18
8.4900000000e+02,2.6570874569e+00,1.0050000000e+00,4.2953347907e+18
8.5000000000e+02,2.7054656734e+00,9.1000000000e-01,3.8938891650e+18
8.5100000000e+02,2.7461871502e+00,9.9800000000e-01,4.2754651326e+18
8.5200000000e+02,2.7875253977e+00,9.9000000000e-01,4.2461766424e+18
8.5300000000e+02,2.8294898062e+00,9.8100000000e-01,4.2125135049e+18
8.5400000000e+02,2.8720899092e+00,8.6900000000e-01,3.7359487918e+18
8.5500000000e+02,2.9153353863e+00,9.2700000000e-01,3.9899652797e+18
8.5600000000e+02,2.9592360649e+00,9.9017000000e-01,4.2668443086e+18
8.5700000000e+02,3.0038019228e+00,1.0056000000e+00,4.3383976306e+18
8.5800000000e+02,3.0490430904e+00,1.0070000000e+00,4.3495069191e+18
8.5900000000e+02,3.0949698531e+00,1.0050000000e+00,4.3459276622e+18
8.6000000000e+02,3.1415926536e+00,1.0000000000e+00,4.3293402481e+18
8.6100000000e+02,3.2042464652e+00,9.9900000000e-01,4.3300399903e+18
8.6200000000e+02,3.2681542108e+00,1.0060000000e+00,4.3654449321e+18
8.6300000000e+02,3.3333410635e+00,1.0120000000e+00,4.3965759090e+18
8.6400000000e+02,3.3998327031e+00,9.9006000000e-01,4.3062429158e+18
8.6500000000e+02,3.4676553263e+00,9.7354000000e-01,4.2392904743e+18
8.6600000000e+02,3.5368356572e+00,8.5800000000e-01,3.7404895649e+18
8.6700000000e+02,3.6074009580e+00,9.2500000000e-01,4.0372356343e+18
8.6800000000e+02,3.6793790397e+00,9.6900000000e-01,4.2341551720e+18
8.6900000000e+02,3.7527982732e+00,9.5900000000e-01,4.1952867580e+18
8.7000000000e+02,3.8276876009e+00,9.7700000000e-01,4.2789487412e+18
8.7100000000e+02,3.9139698534e+00,9.6317000000e-01,4.2232264573e+18
8.7200000000e+02,4.0022023224e+00,9.7600000000e-01,4.2843956554e+18
8.7300000000e+02,4.0924291947e+00,9.6614000000e-01,4.2459763852e+18
8.7400000000e+02,4.1846956598e+00,9.4913000000e-01,4.1759991445e+18
8.7500000000e+02,4.2790479340e+00,9.3562000000e-01,4.1212676251e+18
8.7600000000e+02,4.3755332825e+00,9.6200000000e-01,4.2423104409e+18
8.7700000000e+02,4.4742000442e+00,9.6500000000e-01,4.2603980217e+18
8.7800000000e+02,4.5750976556e+00,9.6200000000e-01,4.2519960811e+18
8.7900000000e+02,4.6782766762e+00,9.4571000000e-01,4.1847558392e+18
8.8000000000e+02,4.7837888134e+00,9.4856000000e-01,4.2021422180e+18
8.8100000000e+02,4.8540348341e+00,9.1963000000e-01,4.0786111893e+18
8.8200000000e+02,4.9253187059e+00,9.4408000000e-01,4.1918009343e+18
8.8300000000e+02,4.9976558404e+00,9.3930000000e-01,4.1753058459e+18
8.8400000000e+02,5.0710618794e+00,9.4352000000e-01,4.1988140628e+18
8.8500000000e+02,5.1455526978e+00,9.5469000000e-01,4.2533283601e+18
8.8600000000e+02,5.2211444072e+00,9.2558000000e-01,4.1282971648e+18
8.8700000000e+02,5.2978533598e+00,9.2300000000e-01,4.1214362680e+18
8.8800000000e+02,5.3756961514e+00,9.4066000000e-01,4.2050281763e+18
8.8900000000e+02,5.4546896257e+00,9.4367000000e-01,4.2232343106e+18
8.9000000000e+02,5.5348508773e+00,9.4236000000e-01,4.2221155788e+18
8.9100000000e+02,5.5669144762e+00,9.3928000000e-01,4.2130445035e+18
8.9200000000e+02,5.5991708735e+00,9.3259000000e-01,4.1877319586e+18
8.9300000000e+02,5.6316212521e+00,9.1800000000e-01,4.1268378750e+18
8.9400000000e+02,5.6642668021e+00,9.2400000000e-01,4.1584621953e+18
8.9500000000e+02,5.6971087210e+00,9.2600000000e-01,4.1721247877e+18
8.9600000000e+02,5.7301482138e+00,9.3425000000e-01,4.2139985693e+18
8.9700000000e+02,5.7633864929e+00,9.2686000000e-01,4.1853313898e+18
8.9800000000e+02,5.7968247784e+00,9.2378000000e-01,4.1760737501e+18
8.9900000000e+02,5.8304642979e+00,9.1396000000e-01,4.1362820791e+18
9.0000000000e+02,5.8643062867e+00,9.1378000000e-01,4.1400675334e+18
9.0100000000e+02,5.8904399293e+00,8.9834000000e-01,4.0746357978e+18
9.0200000000e+02,5.9166973220e+00,8.7720000000e-01,3.9831662018e+18
9.0300000000e+02,5.9430790650e+00,9.2233000000e-01,4.1927344106e+18
9.0400000000e+02,5.9695857615e+00,9.2100000000e-01,4.1913249083e+18
9.0500000000e+02,5.9962180178e+00,9.1800000000e-01,4.1822937031e+18
9.0600000000e+02,6.0229764431e+00,9.0780000000e-01,4.1403937441e+18
9.0700000000e+02,6.0498616496e+00,9.1450000000e-01,4.1755555381e+18
9.0800000000e+02,6.0768742525e+00,9.0143000000e-01,4.1204165573e+18
9.0900000000e+02,6.1040148701e+00,8.8552000000e-01,4.0521501107e+18
9.1000000000e+02,6.1312841239e+00,8.9496000000e-01,4.0998529966e+18
9.1100000000e+02,6.1647290632e+00,8.9730000000e-01,4.1150897572e+18
9.1200000000e+02,6.1983639065e+00,8.9016000000e-01,4.0868263138e+18
9.1300000000e+02,6.2321897549e+00,9.0020000000e-01,4.1374528132e+18
9.1400000000e+02,6.2662077158e+00,8.9820000000e-01,4.1327821599e+18
9.1500000000e+02,6.3004189032e+00,8.8830000000e-01,4.0917022585e+18
9.1600000000e+02,6.3348244375e+00,8.9470000000e-01,4.1256860692e+18
9.1700000000e+02,6.3694254458e+00,8.8860000000e-01,4.1020307554e+18
9.1800000000e+02,6.4042230620e+00,8.8810000000e-01,4.1041934119e+18
9.1900000000e+02,6.4392184263e+00,8.9210000000e-01,4.1271696233e+18
9.2000000000e+02,6.4744126861e+00,8.8540000000e-01,4.1006302642e+18
9.2100000000e+02,6.5161763809e+00,8.7030000000e-01,4.0350775085e+18
9.2200000000e+02,6.5582172071e+00,8.6280000000e-01,4.0046477841e+18
9.2300000000e+02,6.6005370353e+00,8.3335000000e-01,3.8721521014e+18
9.2400000000e+02,6.6431377490e+00,8.6957000000e-01,4.0448254711e+18
9.2500000000e+02,6.6860212442e+00,8.7642000000e-01,4.0811004090e+18
9.2600000000e+02,6.7291894302e+00,8.4561000000e-01,3.9418887617e+18
9.2700000000e+02,6.7726442292e+00,8.7809000000e-01,4.0977176754e+18
9.2800000000e+02,6.8163875767e+00,8.7110000000e-01,4.0694831782e+18
9.2900000000e+02,6.8604214212e+00,8.6954000000e-01,4.0665727540e+18
9.3000000000e+02,6.9047477247e+00,8.6866000000e-01,4.0668301987e+18
9.3100000000e+02,6.9520278989e+00,8.7078000000e-01,4.0811390710e+18
9.3200000000e+02,6.9996398991e+00,8.6514000000e-01,4.0590609460e+18
9.3300000000e+02,7.0475860908e+00,8.6958000000e-01,4.0842700901e+18
9.3400000000e+02,7.0958688562e+00,8.6709000000e-01,4.0769400137e+18
9.3500000000e+02,7.1444905951e+00,8.5601000000e-01,4.0291526050e+18
9.3600000000e+02,7.1934537243e+00,8.5222000000e-01,4.0156036326e+18
9.3700000000e+02,7.2427606782e+00,8.5368000000e-01,4.0267805796e+18
9.3800000000e+02,7.2924139086e+00,8.5936000000e-01,4.0578990718e+18
9.3900000000e+02,7.3424158852e+00,8.5676000000e-01,4.0499348981e+18
9.4000000000e+02,7.3927690955e+00,8.4000000000e-01,3.9749384417e+18
9.4100000000e+02,7.4478772081e+00,8.3153000000e-01,3.9390438314e+18
9.4200000000e+02,7.5034045885e+00,8.0616000000e-01,3.8229218142e+18
9.4300000000e+02,7.5593544701e+00,8.3814000000e-01,3.9787946757e+18
9.4400000000e+02,7.6157301118e+00,8.1854000000e-01,3.8898707318e+18
9.4500000000e+02,7.6725347978e+00,8.2441000000e-01,3.9219163573e+18
9.4600000000e+02,7.7297718378e+00,8.3138000000e-01,3.9592595850e+18
9.4700000000e+02,7.7874445675e+00,8.2809000000e-01,3.9477604042e+18
9.4800000000e+02,7.8455563485e+00,8.3137000000e-01,3.9675823892e+18
9.4900000000e+02,7.9041105686e+00,8.3303000000e-01,3.9796980479e+18
9.5000000000e+02,7.9631106419e+00,8.2867000000e-01,3.9630403072e+18
9.5100000000e+02,8.1369357050e+00,8.2019000000e-01,3.9266143962e+18
9.5200000000e+02,8.3145643522e+00,8.2402000000e-01,3.9490985228e+18
9.5300000000e+02,8.4960799928e+00,8.2050000000e-01,3.9363594894e+18
9.5400000000e+02,8.6815678688e+00,8.1200000000e-01,3.8996683308e+18
9.5500000000e+02,8.8711150951e+00,7.6900000000e-01,3.6970300366e+18
9.5600000000e+02,9.0648107011e+00,8.0200000000e-01,3.8597175817e+18
9.5700000000e+02,9.2627456722e+00,8.0583000000e-01,3.8822065410e+18
9.5800000000e+02,9.4650129935e+00,8.1147000000e-01,3.9134631191e+18
9.5900000000e+02,9.6717076936e+00,8.1483000000e-01,3.9337692854e+18
9.6000000000e+02,9.8829268894e+00,8.0627000000e-01,3.8965028783e+18
9.6100000000e+02,1.0076270819e+01,7.9982000000e-01,3.8693580156e+18
9.6200000000e+02,1.0273408343e+01,8.0173000000e-01,3.8826341892e+18
9.6300000000e+02,1.0474414089e+01,7.9761000000e-01,3.8666970320e+18
9.6400000000e+02,1.0679364156e+01,7.8808000000e-01,3.8244642675e+18
9.6500000000e+02,1.0888336142e+01,7.9579000000e-01,3.8658861365e+18
9.6600000000e+02,1.1101409178e+01,7.8598000000e-01,3.8221866318e+18
9.6700000000e+02,1.1318663954e+01,7.9503000000e-01,3.8701986628e+18
9.6800000000e+02,1.1540182751e+01,7.8526000000e-01,3.8265914838e+18
9.6900000000e+02,1.1766049473e+01,7.8789000000e-01,3.8433738692e+18
9.7000000000e+02,1.1996349679e+01,7.9140000000e-01,3.8644798560e+18
9.7100000000e+02,1.2214123991e+01,7.8186000000e-01,3.8218311225e+18
9.7200000000e+02,1.2435864832e+01,7.8785000000e-01,3.8550771331e+18
9.7300000000e+02,1.2661644661e+01,7.8149000000e-01,3.8278907389e+18
9.7400000000e+02,1.2891537261e+01,7.6882000000e-01,3.7697009325e+18
9.7500000000e+02,1.3125617768e+01,7.7348000000e-01,3.7964437706e+18
9.7600000000e+02,1.3363962694e+01,7.8054000000e-01,3.8350254413e+18
9.7700000000e+02,1.3606649952e+01,7.7208000000e-01,3.7973456829e+18
9.7800000000e+02,1.3853758883e+01,7.7800000000e-01,3.8303787504e+18
9.7900000000e+02,1.4105370280e+01,7.6650000000e-01,3.7776186917e+18
9.8000000000e+02,1.4361566416e+01,7.7512000000e-01,3.8240035452e+18
9.8100000000e+02,1.4595609691e+01,7.7300000000e-01,3.8174360367e+18
9.8200000000e+02,1.4833482465e+01,7.7879000000e-01,3.8499502881e+18
9.8300000000e+02,1.5075247618e+01,7.7541000000e-01,3.8371447541e+18
9.8400000000e+02,1.5320969061e+01,7.6881000000e-01,3.8083546918e+18
9.8500000000e+02,1.5570711763e+01,7.7081000000e-01,3.8221421806e+18
9.8600000000e+02,1.5824541759e+01,7.6620000000e-01,3.8031401525e+18
9.8700000000e+02,1.6082526172e+01,7.6606000000e-01,3.8063016783e+18
9.8800000000e+02,1.6344733233e+01,7.6368000000e-01,3.7983206906e+18
9.8900000000e+02,1.6611232296e+01,7.5500000000e-01,3.7589496704e+18
9.9000000000e+02,1.6882093856e+01,7.5694000000e-01,3.7724189527e+18
9.9100000000e+02,1.7201019487e+01,7.6161000000e-01,3.7995272173e+18
9.9200000000e+02,1.7525987901e+01,7.5714000000e-01,3.7810387698e+18
9.9300000000e+02,1.7857113893e+01,7.5639000000e-01,3.7811011425e+18
9.9400000000e+02,1.8194514441e+01,7.5851000000e-01,3.7955171911e+18
9.9500000000e+02,1.8538308754e+01,7.5392000000e-01,3.7763445568e+18
9.9600000000e+02,1.8888618309e+01,7.5347000000e-01,3.7778835869e+18
9.9700000000e+02,1.9245566897e+01,7.4300000000e-01,3.7291275639e+18
9.9800000000e+02,1.9609280665e+01,7.4300000000e-01,3.7328679125e+18
9.9900000000e+02,1.9979888165e+01,7.4200000000e-01,3.7315791786e+18
1.0000000000e+03,2.0357520395e+01,7.4255000000e-01,3.7380832572e+18
1.0010000000e+03,2.0770277512e+01,7.4741000000e-01,3.7663116128e+18
1.0020000000e+03,2.1191424599e+01,7.4677000000e-01,3.7668458836e+18
1.0030000000e+03,2.1621132581e+01,7.3836000000e-01,3.7281412797e+18
1.0040000000e+03,2.2059575871e+01,7.3133000000e-01,3.6963268712e+18
1.0050000000e+03,2.2506932444e+01,6.8365000000e-01,3.4587816604e+18
1.0060000000e+03,2.2963383908e+01,7.1770000000e-01,3.6346633733e+18
1.0070000000e+03,2.3429115578e+01,7.3093000000e-01,3.7053439305e+18
1.0080000000e+03,2.3904316555e+01,7.3339000000e-01,3.7215065155e+18
1.0090000000e+03,2.4389179798e+01,7.2934000000e-01,3.7046268206e+18
1.0100000000e+03,2.4883902207e+01,7.3055000000e-01,3.7144505970e+18
1.0110000000e+03,2.5153820437e+01,7.2562000000e-01,3.6930370760e+18
1.0120000000e+03,2.5426691375e+01,7.2496000000e-01,3.6933275446e+18
1.0130000000e+03,2.5702547537e+01,7.1960000000e-01,3.6696434357e+18
1.0140000000e+03,2.5981421804e+01,7.2265000000e-01,3.6888349983e+18
1.0150000000e+03,2.6263347418e+01,7.1062000000e-01,3.6310040740e+18
1.0160000000e+03,2.6548357988e+01,7.1419000000e-01,3.6528407628e+18
1.0170000000e+03,2.6836487500e+01,7.0659000000e-01,3.6175263847e+18
1.0180000000e+03,2.7127770311e+01,7.1566000000e-01,3.6675647483e+18
1.0190000000e+03,2.7422241162e+01,6.9606000000e-01,3.5706240744e+18
1.0200000000e+03,2.7719935179e+01,7.0127000000e-01,3.6008804238e+18
1.0210000000e+03,2.7789707800e+01,7.0300000000e-01,3.6133026099e+18
1.0220000000e+03,2.7859682769e+01,6.9300000000e-01,3.5653929225e+18
1.0230000000e+03,2.7929860676e+01,6.9900000000e-01,3.5997809728e+18
1.0240000000e+03,2.8000242115e+01,7.0057000000e-01,3.6113930688e+18
1.0250000000e+03,2.8070827681e+01,6.9918000000e-01,3.6077474622e+18
1.0260000000e+03,2.8141617972e+01,6.9943000000e-01,3.6125584668e+18
1.0270000000e+03,2.8212613585e+01,6.9594000000e-01,3.5980360473e+18
1.0280000000e+03,2.8283815122e+01,6.9722000000e-01,3.6081635823e+18
1.0290000000e+03,2.8355223186e+01,6.9000000000e-01,3.5742731041e+18
1.0300000000e+03,2.8426838380e+01,6.9208000000e-01,3.5885317359e+18
1.0310000000e+03,2.8399266277e+01,6.8985000000e-01,3.5804416589e+18
1.0320000000e+03,2.8371747608e+01,6.8960000000e-01,3.5826156421e+18
1.0330000000e+03,2.8344282218e+01,6.7800000000e-01,3.5257643569e+18
1.0340000000e+03,2.8316869953e+01,6.8181000000e-01,3.5490095915e+18
1.0350000000e+03,2.8289510658e+01,6.8400000000e-01,3.5638524828e+18
1.0360000000e+03,2.8262204181e+01,6.8431000000e-01,3.5689125754e+18
1.0370000000e+03,2.8234950368e+01,6.7731000000e-01,3.5358148196e+18
1.0380000000e+03,2.8207749067e+01,6.7400000000e-01,3.5219283601e+18
1.0390000000e+03,2.8180600127e+01,6.7900000000e-01,3.5514735902e+18
1.0400000000e+03,2.8153503396e+01,6.7440000000e-01,3.5308085417e+18
1.0410000000e+03,2.7927074066e+01,6.7490000000e-01,3.5368238076e+18
1.0420000000e+03,2.7702491395e+01,6.7516000000e-01,3.5415851757e+18
1.0430000000e+03,2.7479740072e+01,6.6860000000e-01,3.5105401816e+18
1.0440000000e+03,2.7258804915e+01,6.7199000000e-01,3.5317225359e+18
1.0450000000e+03,2.7039670870e+01,6.6846000000e-01,3.5165353110e+18
1.0460000000e+03,2.6822323009e+01,6.5131000000e-01,3.4295939028e+18
1.0470000000e+03,2.6606746532e+01,6.6155000000e-01,3.4868448466e+18
1.0480000000e+03,2.6392926763e+01,6.6781000000e-01,3.5232013874e+18
1.0490000000e+03,2.6180849152e+01,6.6491000000e-01,3.5112489348e+18
1.0500000000e+03,2.5970499270e+01,6.6117000000e-01,3.4948271935e+18
1.0510000000e+03,2.5683045170e+01,6.6182000000e-01,3.5015946571e+18
1.0520000000e+03,2.5398795746e+01,6.5848000000e-01,3.4872380614e+18
1.0530000000e+03,2.5117714975e+01,6.5698000000e-01,3.4826015394e+18
1.0540000000e+03,2.4839767241e+01,6.5474000000e-01,3.4740235054e+18
1.0550000000e+03,2.4564917334e+01,6.5753000000e-01,3.4921372133e+18
1.0560000000e+03,2.4293130445e+01,6.5629000000e-01,3.4888554224e+18
1.0570000000e+03,2.4024372157e+01,6.5540000000e-01,3.4874235183e+18
1.0580000000e+03,2.3758608445e+01,6.4937000000e-01,3.4586065234e+18
1.0590000000e+03,2.3495805668e+01,6.3046000000e-01,3.3610638699e+18
1.0600000000e+03,2.3235930570e+01,6.4831000000e-01,3.4594881986e+18
1.0610000000e+03,2.3029939752e+01,6.3387000000e-01,3.3856249723e+18
1.0620000000e+03,2.2825795358e+01,6.4651000000e-01,3.4563923176e+18
1.0630000000e+03,2.2623480621e+01,6.3669000000e-01,3.4070974931e+18
1.0640000000e+03,2.2422978929e+01,6.4621000000e-01,3.4612946410e+18
1.0650000000e+03,2.2224273825e+01,6.4533000000e-01,3.4598297634e+18
1.0660000000e+03,2.2027349000e+01,6.3139000000e-01,3.3882712563e+18
1.0670000000e+03,2.1832188300e+01,6.3517000000e-01,3.4117536482e+18
1.0680000000e+03,2.1638775715e+01,6.3591000000e-01,3.4189297310e+18
1.0690000000e+03,2.1447095387e+01,6.0084000000e-01,3.2334028017e+18
1.0700000000e+03,2.1257131600e+01,6.2165000000e-01,3.3485206637e+18
1.0710000000e+03,2.1153685118e+01,6.2821000000e-01,3.3870186171e+18
1.0720000000e+03,2.1050760404e+01,6.3131000000e-01,3.4069104756e+18
1.0730000000e+03,2.0948354706e+01,6.1796000000e-01,3.3379771093e+18
1.0740000000e+03,2.0846465288e+01,6.3063000000e-01,3.4095901359e+18
1.0750000000e+03,2.0745089429e+01,6.1768000000e-01,3.3426836055e+18
1.0760000000e+03,2.0644224422e+01,6.2468000000e-01,3.3837100447e+18
1.0770000000e+03,2.0543867576e+01,6.2426000000e-01,3.3845776243e+18
1.0780000000e+03,2.0444016216e+01,6.2531000000e-01,3.3934183385e+18
1.0790000000e+03,2.0344667681e+01,6.1203000000e-01,3.3244317615e+18
1.0800000000e+03,2.0245819323e+01,6.2250000000e-01,3.3844365684e+18
1.0810000000e+03,2.0215435597e+01,6.0726000000e-01,3.3046360546e+18
1.0820000000e+03,2.0185114742e+01,6.0249000000e-01,3.2817112918e+18
1.0830000000e+03,2.0154856581e+01,6.0900000000e-01,3.3202364798e+18
1.0840000000e+03,2.0124660937e+01,6.1392000000e-01,3.3501506100e+18
1.0850000000e+03,2.0094527631e+01,6.1181000000e-01,3.3417163000e+18
1.0860000000e+03,2.0064456489e+01,6.1570000000e-01,3.3660630497e+18
1.0870000000e+03,2.0034447335e+01,5.9145000000e-01,3.2364645011e+18
1.0880000000e+03,2.0004499995e+01,6.0728000000e-01,3.3261447203e+18
1.0890000000e+03,1.9974614293e+01,6.0908000000e-01,3.3390697139e+18
1.0900000000e+03,1.9944790058e+01,6.0442000000e-01,3.3165656020e+18
1.0910000000e+03,1.9891681572e+01,6.0799000000e-01,3.3392155523e+18
1.0920000000e+03,1.9838731170e+01,5.9692000000e-01,3.2814216288e+18
1.0930000000e+03,1.9785938310e+01,5.9221000000e-01,3.2585108105e+18
1.0940000000e+03,1.9733302456e+01,5.6065000000e-01,3.0876809342e+18
1.0950000000e+03,1.9680823071e+01,5.8252000000e-01,3.2110585733e+18
1.0960000000e+03,1.9628499623e+01,5.8600000000e-01,3.2331915702e+18
1.0970000000e+03,1.9576331578e+01,5.9100000000e-01,3.2637536919e+18
1.0980000000e+03,1.9524318408e+01,5.8700000000e-01,3.2446190148e+18
1.0990000000e+03,1.9472459586e+01,5.8216000000e-01,3.2207967698e+18
1.1000000000e+03,1.9420754586e+01,6.0000000000e-01,3.3225169346e+18
1.1010000000e+03,1.9470533032e+01,5.9900000000e-01,3.3199948422e+18
1.1020000000e+03,1.9520455171e+01,5.8202000000e-01,3.2288120902e+18
1.1030000000e+03,1.9570521425e+01,5.9500000000e-01,3.3038151915e+18
1.1040000000e+03,1.9620732217e+01,5.9300000000e-01,3.2956951615e+18
1.1050000000e+03,1.9671087971e+01,5.9100000000e-01,3.2875549950e+18
1.1060000000e+03,1.9721589112e+01,5.9000000000e-01,3.2849624250e+18
1.1070000000e+03,1.9772236068e+01,5.8600000000e-01,3.2656414856e+18
1.1080000000e+03,1.9823029266e+01,5.8650000000e-01,3.2713803785e+18
1.1090000000e+03,1.9873969137e+01,5.8550000000e-01,3.2687500526e+18
1.1100000000e+03,1.9925056109e+01,5.8700000000e-01,3.2800793319e+18
1.1110000000e+03,1.9973967777e+01,5.8250000000e-01,3.2578662926e+18
1.1120000000e+03,2.0023015734e+01,5.8342000000e-01,3.2659487681e+18
1.1130000000e+03,2.0072200365e+01,5.7800000000e-01,3.2385176655e+18
1.1140000000e+03,2.0121522057e+01,5.8400000000e-01,3.2750754200e+18
1.1150000000e+03,2.0170981197e+01,5.8200000000e-01,3.2667892642e+18
1.1160000000e+03,2.0220578173e+01,5.7500000000e-01,3.2303926014e+18
1.1170000000e+03,2.0270313375e+01,5.8300000000e-01,3.2782720841e+18
1.1180000000e+03,2.0320187193e+01,5.7222000000e-01,3.2205355998e+18
1.1190000000e+03,2.0370200020e+01,5.7151000000e-01,3.2194166667e+18
1.1200000000e+03,2.0420352248e+01,5.6850000000e-01,3.2053227009e+18
1.1210000000e+03,2.0636285011e+01,5.7200000000e-01,3.2279359525e+18
1.1220000000e+03,2.0854517727e+01,5.7500000000e-01,3.2477603036e+18
1.1230000000e+03,2.1075075036e+01,5.7400000000e-01,3.2450016077e+18
1.1240000000e+03,2.1297981848e+01,5.7250000000e-01,3.2394036700e+18
1.1250000000e+03,2.1523263336e+01,5.7012000000e-01,3.2288068547e+18
1.1260000000e+03,2.1750944946e+01,5.5300000000e-01,3.1346336360e+18
1.1270000000e+03,2.1981052400e+01,5.6179000000e-01,3.1872871225e+18
