# sim/spectral_table.csv -- the committed spectral basis for Q4 (northstar design §8, M1a0).
# Generated by tools/make_spectral_table.py; do not hand-edit.
# producer_commit: 5246a509ff21492c30ba97a51bc5832cc763dba6
# quadrature: trapezoid
# formatter: %.10e , newline \n
# grid: ASTM G173-03 native, 2002 rows, 280-4000 nm
# source: ASTMG173.csv  md5 b31870bd3500b58414100af7e4b0e04c  size 57708 B  pvlib-python commit 2d0ed71e1308293b3081979404f8e90f2f2dde1e
# source: iop2008.dat  md5 cf5f76d58a31aa5f994fa038c390a856  size 16514 B  Warren & Brandt 2008, IOP_2008_ASCIItable.dat
# k_per_m: 4*pi*m_im/lambda, m_im log-space interpolated over 250-4200 nm
# E_AM0: ASTM column 2 (extraterrestrial), W m^-2 nm^-1
# n_ph: E_AM0*lambda/(h c), h 6.62607015e-34 J s, c 299792458.0 m/s
lambda_nm,k_per_m,E_AM0,n_ph
1.4660000000e+03,2.9766002089e+03,3.0696000000e-01,2.2653693700e+18
1.4670000000e+03,3.0579099260e+03,3.1322000000e-01,2.3131450492e+18
1.4680000000e+03,3.1414421838e+03,3.0750000000e-01,2.2724505598e+18
1.4690000000e+03,3.2272577716e+03,3.1201000000e-01,2.3073505293e+18
1.4700000000e+03,3.3154191423e+03,3.1010000000e-01,2.2947869350e+18
1.4710000000e+03,3.4059904582e+03,3.0414000000e-01,2.2522131091e+18
1.4720000000e+03,3.4774840884e+03,3.0581000000e-01,2.2661192520e+18
1.4730000000e+03,3.5504800482e+03,3.0552000000e-01,2.2655083116e+18
1.4740000000e+03,3.6250099388e+03,2.9705000000e-01,2.2041964971e+18
1.4750000000e+03,3.7011060269e+03,3.0349000000e-01,2.2535109547e+18
1.4760000000e+03,3.7788012584e+03,3.0369000000e-01,2.2565248299e+18
1.4770000000e+03,3.8581292730e+03,3.0250000000e-01,2.2492055265e+18
1.4780000000e+03,3.9391244188e+03,3.0228000000e-01,2.2490914534e+18
1.4790000000e+03,4.0218217669e+03,3.0461000000e-01,2.2679610843e+18
1.4800000000e+03,4.1062571271e+03,3.0626000000e-01,2.2817878392e+18
1.4810000000e+03,4.1924670632e+03,3.0179000000e-01,2.2500033836e+18
1.4820000000e+03,4.2292704446e+03,3.0462000000e-01,2.2726360166e+18
1.4830000000e+03,4.2663988454e+03,2.9813000000e-01,2.2257177985e+18
1.4840000000e+03,4.3038551501e+03,3.0172000000e-01,2.2540381777e+18
1.4850000000e+03,4.3416422691e+03,3.0607000000e-01,2.2880762059e+18
1.4860000000e+03,4.3797631388e+03,3.0168000000e-01,2.2567767371e+18
1.4870000000e+03,4.4182207214e+03,2.9989000000e-01,2.2448959703e+18
1.4880000000e+03,4.4570180060e+03,2.6525000000e-01,1.9869255363e+18
1.4890000000e+03,4.4961580080e+03,2.9910000000e-01,2.2419936511e+18
1.4900000000e+03,4.5356437697e+03,3.0093000000e-01,2.2572258810e+18
1.4910000000e+03,4.5754783608e+03,3.0175000000e-01,2.2648956093e+18
1.4920000000e+03,4.6156648781e+03,2.9773000000e-01,2.2362208283e+18
1.4930000000e+03,4.6562064460e+03,3.0200000000e-01,2.2698126827e+18
1.4940000000e+03,4.6407699922e+03,3.0190000000e-01,2.2705808889e+18
1.4950000000e+03,4.6253867862e+03,3.0074000000e-01,2.2633705237e+18
1.4960000000e+03,4.6100566351e+03,2.9140000000e-01,2.1945445854e+18
1.4970000000e+03,4.5947793466e+03,2.9684000000e-01,2.2370077614e+18
1.4980000000e+03,4.5795547290e+03,2.9946000000e-01,2.2582597879e+18
1.4990000000e+03,4.5643825916e+03,2.9528000000e-01,2.2282244362e+18
1.5000000000e+03,4.5492627444e+03,3.0077000000e-01,2.2711668600e+18
1.5010000000e+03,4.5341949979e+03,2.9990000000e-01,2.2661070695e+18
1.5020000000e+03,4.5191791636e+03,2.9743000000e-01,2.2489405306e+18
1.5030000000e+03,4.5042150537e+03,2.6920000000e-01,2.0368418225e+18
1.5040000000e+03,4.4893024808e+03,2.8319000000e-01,2.1441196520e+18
1.5050000000e+03,4.4685117390e+03,2.7149000000e-01,2.0569020219e+18
1.5060000000e+03,4.4478192464e+03,2.8367000000e-01,2.1506099372e+18
1.5070000000e+03,4.4272245273e+03,2.9376000000e-01,2.2285848789e+18
1.5080000000e+03,4.4067271083e+03,2.9028000000e-01,2.2036454627e+18
1.5090000000e+03,4.3863265182e+03,2.8805000000e-01,2.1881666114e+18
1.5100000000e+03,4.3660222884e+03,2.9394000000e-01,2.2343896180e+18
1.5110000000e+03,4.3458139525e+03,2.9446000000e-01,2.2398247523e+18
1.5120000000e+03,4.3257010464e+03,2.8845000000e-01,2.1955614769e+18
1.5130000000e+03,4.3056831085e+03,2.8729000000e-01,2.1881782906e+18
1.5140000000e+03,4.2857596793e+03,2.8500000000e-01,2.1721709577e+18
1.5150000000e+03,4.2659303016e+03,2.8807000000e-01,2.1970196088e+18
1.5160000000e+03,4.2465331907e+03,2.8720000000e-01,2.1918301897e+18
1.5170000000e+03,4.2272261174e+03,2.8526000000e-01,2.1784606837e+18
1.5180000000e+03,4.2080086532e+03,2.8970000000e-01,2.2138262587e+18
1.5190000000e+03,4.1888803717e+03,2.8495000000e-01,2.1789622327e+18
1.5200000000e+03,4.1698408485e+03,2.8786000000e-01,2.2026636086e+18
1.5210000000e+03,4.1508896614e+03,2.8083000000e-01,2.1502847836e+18
1.5220000000e+03,4.1320263902e+03,2.8031000000e-01,2.1477143133e+18
1.5230000000e+03,4.1132506167e+03,2.8448000000e-01,2.1810966478e+18
1.5240000000e+03,4.0945619249e+03,2.8460000000e-01,2.1834493925e+18
1.5250000000e+03,4.0759599008e+03,2.7846000000e-01,2.1377451516e+18
1.5260000000e+03,4.0574441322e+03,2.8596000000e-01,2.1967624158e+18
1.5270000000e+03,4.0390142093e+03,2.8297000000e-01,2.1752175547e+18
1.5280000000e+03,4.0121830598e+03,2.8490000000e-01,2.1914878698e+18
1.5290000000e+03,3.9855318565e+03,2.8290000000e-01,2.1775277612e+18
1.5300000000e+03,3.9590593791e+03,2.6731000000e-01,2.0588746405e+18
1.5310000000e+03,3.9327644158e+03,2.8272000000e-01,2.1789887625e+18
1.5320000000e+03,3.9066457630e+03,2.8263000000e-01,2.1797179039e+18
1.5330000000e+03,3.8807022253e+03,2.8041000000e-01,2.1640082887e+18
1.5340000000e+03,3.8549326157e+03,2.7543000000e-01,2.1269626780e+18
1.5350000000e+03,3.8293357552e+03,2.7754000000e-01,2.1446539732e+18
1.5360000000e+03,3.8039104730e+03,2.8058000000e-01,2.1695576471e+18
1.5370000000e+03,3.7786556063e+03,2.8096000000e-01,2.1739103457e+18
1.5380000000e+03,3.7535700002e+03,2.7338000000e-01,2.1166367988e+18
1.5390000000e+03,3.7250240783e+03,2.7808000000e-01,2.1544263009e+18
1.5400000000e+03,3.6966968092e+03,2.6857000000e-01,2.0820995373e+18
1.5410000000e+03,3.6685865041e+03,2.7297000000e-01,2.1175848739e+18
1.5420000000e+03,3.6406914876e+03,2.7536000000e-01,2.1375116693e+18
1.5430000000e+03,3.6130100974e+03,2.7499000000e-01,2.1360238361e+18
1.5440000000e+03,3.5855406840e+03,2.7716000000e-01,2.1542748747e+18
1.5450000000e+03,3.5582816109e+03,2.7768000000e-01,2.1597145397e+18
1.5460000000e+03,3.5312312542e+03,2.7722000000e-01,2.1575323508e+18
1.5470000000e+03,3.5043880028e+03,2.7354000000e-01,2.1302688844e+18
1.5480000000e+03,3.4777502581e+03,2.6698000000e-01,2.0805250670e+18
1.5490000000e+03,3.4513164339e+03,2.7267000000e-01,2.1262388224e+18
1.5500000000e+03,3.4250849565e+03,2.6961000000e-01,2.1037346601e+18
1.5510000000e+03,3.3990542643e+03,2.7075000000e-01,2.1139929311e+18
1.5520000000e+03,3.3732228079e+03,2.7400000000e-01,2.1407480021e+18
1.5530000000e+03,3.3475890501e+03,2.7090000000e-01,2.1178916027e+18
1.5540000000e+03,3.3221514655e+03,2.6495000000e-01,2.0727083928e+18
1.5550000000e+03,3.2969085407e+03,2.6712000000e-01,2.0910290532e+18
1.5560000000e+03,3.2718587740e+03,2.6292000000e-01,2.0594748079e+18
1.5570000000e+03,3.2470006755e+03,2.7013000000e-01,2.1173112194e+18
1.5580000000e+03,3.2223327667e+03,2.6805000000e-01,2.1023573258e+18
1.5590000000e+03,3.1978535808e+03,2.6780000000e-01,2.1017446738e+18
1.5600000000e+03,3.1735616624e+03,2.6546000000e-01,2.0847162711e+18
1.5610000000e+03,3.1494555673e+03,2.6968000000e-01,2.1192144678e+18
1.5620000000e+03,3.1255338626e+03,2.6833000000e-01,2.1099566268e+18
1.5630000000e+03,3.1017951267e+03,2.6688000000e-01,2.0998983612e+18
1.5640000000e+03,3.0718934375e+03,2.6307000000e-01,2.0712443710e+18
1.5650000000e+03,3.0422812480e+03,2.6682000000e-01,2.1021126677e+18
1.5660000000e+03,3.0129557419e+03,2.6262000000e-01,2.0703454792e+18
1.5670000000e+03,2.9839141304e+03,2.6352000000e-01,2.0787671535e+18
1.5680000000e+03,2.9551536518e+03,2.6042000000e-01,2.0556239101e+18
1.5690000000e+03,2.9266715716e+03,2.6275000000e-01,2.0753384670e+18
1.5700000000e+03,2.8984651822e+03,2.6068000000e-01,2.0603008057e+18
1.5710000000e+03,2.8705318020e+03,2.6668000000e-01,2.1090646820e+18
1.5720000000e+03,2.8428687762e+03,2.6694000000e-01,2.1124647243e+18
1.5730000000e+03,2.8154734754e+03,2.6344000000e-01,2.0860932026e+18
1.5740000000e+03,2.7883432964e+03,2.6221000000e-01,2.0776732399e+18
1.5750000000e+03,2.7614756610e+03,2.4738000000e-01,1.9614101165e+18
1.5760000000e+03,2.7348680166e+03,2.6031000000e-01,2.0652390727e+18
1.5770000000e+03,2.7085178352e+03,2.3690000000e-01,1.8807021528e+18
1.5780000000e+03,2.6824226139e+03,2.5723000000e-01,2.0433929198e+18
1.5790000000e+03,2.6565798739e+03,2.6167000000e-01,2.0799808286e+18
1.5800000000e+03,2.6309871608e+03,2.6381000000e-01,2.0983194609e+18
1.5810000000e+03,2.6056420441e+03,2.6483000000e-01,2.1077656282e+18
1.5820000000e+03,2.5805421173e+03,2.5412000000e-01,2.0238046688e+18
1.5830000000e+03,2.5556849970e+03,2.5771000000e-01,2.0536926719e+18
1.5840000000e+03,2.5310683235e+03,2.5449000000e-01,2.0293136032e+18
1.5850000000e+03,2.5066897598e+03,2.6198000000e-01,2.0903580055e+18
1.5860000000e+03,2.4825469921e+03,2.5817000000e-01,2.0612573885e+18
1.5870000000e+03,2.4586377289e+03,2.5492000000e-01,2.0365923317e+18
1.5880000000e+03,2.4424790358e+03,2.5048000000e-01,2.0023814823e+18
1.5890000000e+03,2.4264275033e+03,2.3152000000e-01,1.8519773830e+18
1.5900000000e+03,2.4104824132e+03,2.4154000000e-01,1.9333454200e+18
1.5910000000e+03,2.3946430523e+03,2.4132000000e-01,1.9327993190e+18
1.5920000000e+03,2.3789087122e+03,2.5286000000e-01,2.0264993307e+18
1.5930000000e+03,2.3632786893e+03,2.5751000000e-01,2.0650622242e+18
1.5940000000e+03,2.3477522847e+03,2.5643000000e-01,2.0576922272e+18
1.5950000000e+03,2.3323288043e+03,2.5765000000e-01,2.0687790131e+18
1.5960000000e+03,2.3170075587e+03,2.4452000000e-01,1.9645837242e+18
1.5970000000e+03,2.3017878631e+03,2.4854000000e-01,1.9981333927e+18
1.5980000000e+03,2.2866690376e+03,2.5629000000e-01,2.0617295887e+18
1.5990000000e+03,2.2716504066e+03,2.4977000000e-01,2.0105367008e+18
1.6000000000e+03,2.2567312992e+03,2.5259000000e-01,2.0345080061e+18
1.6010000000e+03,2.2419110491e+03,2.4494000000e-01,1.9741234758e+18
1.6020000000e+03,2.2271889944e+03,2.4857000000e-01,2.0046312290e+18
1.6030000000e+03,2.2125644778e+03,2.4901000000e-01,2.0094332225e+18
1.6040000000e+03,2.1980368463e+03,2.5002000000e-01,2.0188422380e+18
1.6050000000e+03,2.1836054516e+03,2.4703000000e-01,1.9959423942e+18
1.6060000000e+03,2.1692696495e+03,2.4748000000e-01,2.0008241280e+18
1.6070000000e+03,2.1550288003e+03,2.4544000000e-01,1.9855667275e+18
1.6080000000e+03,2.1408822687e+03,2.4999000000e-01,2.0236339116e+18
1.6090000000e+03,2.1268294235e+03,2.4858000000e-01,2.0134715404e+18
1.6100000000e+03,2.1128696379e+03,2.3312000000e-01,1.8894207393e+18
1.6110000000e+03,2.0990022893e+03,2.4078000000e-01,1.9527165999e+18
1.6120000000e+03,2.0852267595e+03,2.4125000000e-01,1.9577427625e+18
1.6130000000e+03,2.0715424342e+03,2.4581000000e-01,1.9959845801e+18
1.6140000000e+03,2.0636187837e+03,2.4350000000e-01,1.9784531181e+18
1.6150000000e+03,2.0557262304e+03,2.4434000000e-01,1.9865082080e+18
1.6160000000e+03,2.0478646482e+03,2.3248000000e-01,1.8912555741e+18
1.6170000000e+03,2.0400339118e+03,2.3644000000e-01,1.9246609648e+18
1.6180000000e+03,2.0322338962e+03,2.4415000000e-01,1.9886507280e+18
1.6190000000e+03,2.0244644770e+03,2.4224000000e-01,1.9743128593e+18
1.6200000000e+03,2.0167255305e+03,2.3407000000e-01,1.9089037772e+18
1.6210000000e+03,2.0090169332e+03,2.3386000000e-01,1.9083684493e+18
1.6220000000e+03,2.0013385624e+03,2.3702000000e-01,1.9353481929e+18
1.6230000000e+03,1.9936902958e+03,2.4166000000e-01,1.9744519016e+18
1.6240000000e+03,1.9860720117e+03,2.4240000000e-01,1.9817182461e+18
1.6250000000e+03,1.9784835886e+03,2.3746000000e-01,1.9425271452e+18
1.6260000000e+03,1.9709249059e+03,2.3958000000e-01,1.9610757504e+18
1.6270000000e+03,1.9633958434e+03,2.4037000000e-01,1.9687523251e+18
1.6280000000e+03,1.9558962813e+03,2.4149000000e-01,1.9791413825e+18
1.6290000000e+03,1.9484261003e+03,2.4111000000e-01,1.9772408525e+18
1.6300000000e+03,1.9409851817e+03,2.3655000000e-01,1.9410370467e+18
1.6310000000e+03,1.9335734072e+03,2.3932000000e-01,1.9649713512e+18
1.6320000000e+03,1.9261906592e+03,2.3884000000e-01,1.9622325904e+18
1.6330000000e+03,1.9188368204e+03,2.3585000000e-01,1.9388550089e+18
1.6340000000e+03,1.9115117739e+03,2.3276000000e-01,1.9146247487e+18
1.6350000000e+03,1.9042154036e+03,2.3735000000e-01,1.9535757725e+18
1.6360000000e+03,1.8969475936e+03,2.3676000000e-01,1.9499114894e+18
1.6370000000e+03,1.8897082287e+03,2.2747000000e-01,1.8745458813e+18
1.6380000000e+03,1.8824971941e+03,2.2708000000e-01,1.8724750975e+18
1.6390000000e+03,1.8753143753e+03,2.2205000000e-01,1.8321161319e+18
1.6400000000e+03,1.8681596586e+03,2.2571000000e-01,1.8634507388e+18
1.6410000000e+03,1.8610329306e+03,2.2393000000e-01,1.8498824354e+18
1.6420000000e+03,1.8539340783e+03,2.2402000000e-01,1.8517536669e+18
1.6430000000e+03,1.8468629894e+03,2.2879000000e-01,1.8923343349e+18
1.6440000000e+03,1.8398195519e+03,2.2572000000e-01,1.8680785014e+18
1.6450000000e+03,1.8328036543e+03,2.2512000000e-01,1.8642461292e+18
1.6460000000e+03,1.8258151856e+03,2.2899000000e-01,1.8974468327e+18
1.6470000000e+03,1.8188540352e+03,2.2910000000e-01,1.8995116260e+18
1.6480000000e+03,1.8119200930e+03,2.2898000000e-01,1.8996693952e+18
1.6490000000e+03,1.8050132494e+03,2.2354000000e-01,1.8556632625e+18
1.6500000000e+03,1.7981333952e+03,2.2840000000e-01,1.8971571696e+18
1.6510000000e+03,1.7884869101e+03,2.2369000000e-01,1.8591606143e+18
1.6520000000e+03,1.7788928284e+03,2.2802000000e-01,1.8962965371e+18
1.6530000000e+03,1.7693508611e+03,2.2533000000e-01,1.8750598646e+18
1.6540000000e+03,1.7598607209e+03,2.2654000000e-01,1.8862691810e+18
1.6550000000e+03,1.7504221221e+03,2.2390000000e-01,1.8654145476e+18
1.6560000000e+03,1.7410347807e+03,2.2607000000e-01,1.8846318849e+18
1.6570000000e+03,1.7316984141e+03,2.2564000000e-01,1.8821830892e+18
1.6580000000e+03,1.7224127415e+03,2.2532000000e-01,1.8806480864e+18
1.6590000000e+03,1.7131774835e+03,2.2221000000e-01,1.8558088995e+18
1.6600000000e+03,1.7039923623e+03,2.2412000000e-01,1.8728887005e+18
1.6610000000e+03,1.6948571018e+03,2.2543000000e-01,1.8849707313e+18
1.6620000000e+03,1.6857714273e+03,2.2421000000e-01,1.8758981961e+18
1.6630000000e+03,1.6767350657e+03,2.2265000000e-01,1.8639669874e+18
1.6640000000e+03,1.6677477454e+03,2.2252000000e-01,1.8639988534e+18
1.6650000000e+03,1.6588091964e+03,2.2137000000e-01,1.8554799703e+18
1.6660000000e+03,1.6499191500e+03,2.1853000000e-01,1.8327757522e+18
1.6670000000e+03,1.6410773392e+03,2.2016000000e-01,1.8475546096e+18
1.6680000000e+03,1.6322834985e+03,2.1617000000e-01,1.8151592640e+18
1.6690000000e+03,1.6235373639e+03,2.1809000000e-01,1.8323792148e+18
1.6700000000e+03,1.6148386727e+03,2.2208000000e-01,1.8670209342e+18
1.6710000000e+03,1.6061871638e+03,2.2096000000e-01,1.8587174610e+18
1.6720000000e+03,1.5975825775e+03,2.1210000000e-01,1.7852547993e+18
1.6730000000e+03,1.5890246558e+03,2.1606000000e-01,1.8196739604e+18
1.6740000000e+03,1.5805131417e+03,2.1907000000e-01,1.8461272361e+18
1.6750000000e+03,1.5720477801e+03,2.1621000000e-01,1.8231141246e+18
1.6760000000e+03,1.5636283169e+03,2.1319000000e-01,1.7987222693e+18
1.6770000000e+03,1.5552544998e+03,2.1548000000e-01,1.8191281615e+18
1.6780000000e+03,1.5469260777e+03,2.1585000000e-01,1.8233383945e+18
1.6790000000e+03,1.5386428009e+03,2.1295000000e-01,1.7999133916e+18
1.6800000000e+03,1.5304044212e+03,2.0641000000e-01,1.7456745612e+18
1.6810000000e+03,1.5228339910e+03,1.9848000000e-01,1.6796072181e+18
1.6820000000e+03,1.5153015456e+03,2.0341000000e-01,1.7223505930e+18
1.6830000000e+03,1.5078068911e+03,2.0893000000e-01,1.7701423310e+18
1.6840000000e+03,1.5003498347e+03,2.1198000000e-01,1.7970503385e+18
1.6850000000e+03,1.4929301846e+03,2.1306000000e-01,1.8072785559e+18
1.6860000000e+03,1.4855477500e+03,2.1026000000e-01,1.7845860672e+18
1.6870000000e+03,1.4782023411e+03,2.1123000000e-01,1.7938823186e+18
1.6880000000e+03,1.4708937689e+03,2.1081000000e-01,1.7913766878e+18
1.6890000000e+03,1.4636218457e+03,2.0805000000e-01,1.7689706907e+18
1.6900000000e+03,1.4563863845e+03,2.0845000000e-01,1.7734211015e+18
1.6910000000e+03,1.4491871994e+03,2.1203000000e-01,1.8049458973e+18
1.6920000000e+03,1.4420241055e+03,2.1211000000e-01,1.8066946990e+18
1.6930000000e+03,1.4348969189e+03,2.1122000000e-01,1.8001772297e+18
1.6940000000e+03,1.4278054564e+03,2.1068000000e-01,1.7966355273e+18
1.6950000000e+03,1.4207495360e+03,2.1055000000e-01,1.7965868474e+18
1.6960000000e+03,1.4137289766e+03,2.0962000000e-01,1.7897065693e+18
1.6970000000e+03,1.4067435979e+03,2.0850000000e-01,1.7811937775e+18
1.6980000000e+03,1.3997932208e+03,2.0879000000e-01,1.7847222904e+18
1.6990000000e+03,1.3928776670e+03,2.0804000000e-01,1.7793586406e+18
1.7000000000e+03,1.3859967589e+03,2.0539000000e-01,1.7577272431e+18
1.7020000000e+03,1.3726203242e+03,2.0520000000e-01,1.7581672249e+18
1.7050000000e+03,1.3528008416e+03,2.0428000000e-01,1.7533697118e+18
1.7100000000e+03,1.3204113529e+03,1.9894000000e-01,1.7125430264e+18
1.7150000000e+03,1.2888083697e+03,2.0189000000e-01,1.7430193164e+18
1.7200000000e+03,1.2579724710e+03,1.9799000000e-01,1.7143321514e+18
1.7250000000e+03,1.2278847252e+03,1.9688000000e-01,1.7096766004e+18
1.7300000000e+03,1.1985266771e+03,1.9309000000e-01,1.6816249927e+18
1.7350000000e+03,1.1790967632e+03,1.8200000000e-01,1.5896229885e+18
1.7400000000e+03,1.1599914710e+03,1.9001000000e-01,1.6643665309e+18
1.7450000000e+03,1.1412051715e+03,1.8624000000e-01,1.6360315023e+18
1.7500000000e+03,1.1227323378e+03,1.8518000000e-01,1.6313809855e+18
1.7550000000e+03,1.1045675430e+03,1.8509000000e-01,1.6352469353e+18
1.7600000000e+03,1.0867054588e+03,1.8243000000e-01,1.6163380383e+18
1.7650000000e+03,1.0734179463e+03,1.8143000000e-01,1.6120446920e+18
1.7700000000e+03,1.0603014136e+03,1.7969000000e-01,1.6011073187e+18
1.7750000000e+03,1.0473535150e+03,1.7600000000e-01,1.5726580157e+18
1.7800000000e+03,1.0345719392e+03,1.7553000000e-01,1.5728764964e+18
1.7850000000e+03,1.0219544094e+03,1.7411000000e-01,1.5645347135e+18
1.7900000000e+03,1.0094986825e+03,1.7371000000e-01,1.5653127362e+18
1.7950000000e+03,9.9720254841e+02,1.7102000000e-01,1.5453776346e+18
1.8000000000e+03,9.8506382983e+02,1.6800000000e-01,1.5223168500e+18
1.8050000000e+03,9.6926009574e+02,1.6884000000e-01,1.5341782355e+18
1.8100000000e+03,9.5371722487e+02,1.6859000000e-01,1.5361500989e+18
1.8150000000e+03,9.3843075772e+02,1.5500000000e-01,1.4162228434e+18
1.8200000000e+03,9.2339631436e+02,1.6000000000e-01,1.4659347445e+18
1.8250000000e+03,9.0860959296e+02,1.6257000000e-01,1.4935733030e+18
1.8300000000e+03,8.9406636830e+02,1.5921000000e-01,1.4667115087e+18
1.8350000000e+03,8.9436528861e+02,1.5760000000e-01,1.4558463749e+18
1.8400000000e+03,8.9467095135e+02,1.5552000000e-01,1.4405466878e+18
1.8450000000e+03,9.0206831769e+02,1.5288000000e-01,1.4199410419e+18
1.8500000000e+03,9.0953352717e+02,1.5337000000e-01,1.4283525472e+18
1.8550000000e+03,9.3282438469e+02,1.5126000000e-01,1.4125091756e+18
1.8600000000e+03,9.6747541504e+02,1.4933000000e-01,1.3982450063e+18
1.8650000000e+03,1.0300602168e+03,1.4710000000e-01,1.3810670903e+18
1.8700000000e+03,1.0967014354e+03,1.4565000000e-01,1.3711196760e+18
1.8750000000e+03,1.2247934941e+03,1.3231000000e-01,1.2488699307e+18
1.8800000000e+03,1.3678561204e+03,1.4667000000e-01,1.3881052887e+18
1.8850000000e+03,1.5276400549e+03,1.4573000000e-01,1.3828771069e+18
1.8900000000e+03,1.7061008993e+03,1.4041000000e-01,1.3359281807e+18
1.8950000000e+03,1.9862196891e+03,1.3842000000e-01,1.3204784770e+18
1.9000000000e+03,2.3123463096e+03,1.4041000000e-01,1.3429965838e+18
1.9050000000e+03,2.6920398151e+03,1.3904000000e-01,1.3333924962e+18
1.9100000000e+03,3.1265457482e+03,1.3654000000e-01,1.3128543074e+18
1.9150000000e+03,3.6312075512e+03,1.3611000000e-01,1.3121457555e+18
1.9200000000e+03,4.2173565434e+03,1.3463000000e-01,1.3012667779e+18
1.9250000000e+03,4.8326742445e+03,1.3447000000e-01,1.3031049856e+18
1.9300000000e+03,5.4271293500e+03,1.3145000000e-01,1.2771478220e+18
1.9350000000e+03,6.0947477887e+03,1.3243000000e-01,1.2900026904e+18
1.9400000000e+03,6.8445390251e+03,1.2950000000e-01,1.2647211053e+18
1.9450000000e+03,7.4627209570e+03,1.1950000000e-01,1.1700671285e+18
1.9500000000e+03,7.9780025529e+03,1.2627000000e-01,1.2395329030e+18
1.9550000000e+03,8.5289190857e+03,1.2833000000e-01,1.2629850902e+18
1.9600000000e+03,9.1179384943e+03,1.2610000000e-01,1.2442121144e+18
1.9650000000e+03,9.4431168426e+03,1.2291000000e-01,1.2158305203e+18
1.9700000000e+03,9.7026459453e+03,1.2375000000e-01,1.2272546927e+18
1.9750000000e+03,9.9693720149e+03,1.2150000000e-01,1.2079991968e+18
1.9800000000e+03,1.0243496046e+04,1.1968000000e-01,1.1929164802e+18
1.9850000000e+03,1.0258596845e+04,1.1902000000e-01,1.1893336994e+18
1.9900000000e+03,1.0273785091e+04,1.1977000000e-01,1.1998429212e+18
1.9950000000e+03,1.0289060778e+04,1.1684000000e-01,1.1734314286e+18
2.0000000000e+03,1.0304423904e+04,1.1673000000e-01,1.1752648539e+18
2.0050000000e+03,1.0160762789e+04,1.1501000000e-01,1.1608423616e+18
2.0100000000e+03,1.0019166861e+04,1.1512000000e-01,1.1648502735e+18
2.0150000000e+03,9.8796052865e+03,1.1399000000e-01,1.1562854793e+18
2.0200000000e+03,9.7420477139e+03,1.1192000000e-01,1.1381050190e+18
2.0250000000e+03,9.5540495851e+03,1.1176000000e-01,1.1392910569e+18
2.0300000000e+03,9.3697364926e+03,1.0969000000e-01,1.1209502600e+18
2.0350000000e+03,9.1890348447e+03,1.0915000000e-01,1.1181792305e+18
2.0400000000e+03,9.0118725526e+03,1.0720000000e-01,1.1009008839e+18
2.0450000000e+03,8.7228552238e+03,1.0756000000e-01,1.1073052870e+18
2.0500000000e+03,8.4154792137e+03,1.0592000000e-01,1.0930879350e+18
2.0550000000e+03,8.1189828194e+03,1.0471000000e-01,1.0832364206e+18
2.0600000000e+03,7.8329790352e+03,1.0320000000e-01,1.0702129093e+18
2.0650000000e+03,7.4781617434e+03,1.0182000000e-01,1.0584647915e+18
2.0700000000e+03,7.0896579648e+03,1.0095000000e-01,1.0519617197e+18
2.0750000000e+03,6.7213768627e+03,1.0095000000e-01,1.0545026900e+18
2.0800000000e+03,6.3722635801e+03,9.9330000000e-02,1.0400807012e+18
2.0850000000e+03,6.0003105721e+03,9.8300000000e-02,1.0317698782e+18
2.0900000000e+03,5.5926704777e+03,9.7540000000e-02,1.0262479557e+18
2.0950000000e+03,5.2127538586e+03,9.5990000000e-02,1.0123560593e+18
2.1000000000e+03,4.8586730929e+03,9.6240000000e-02,1.0174150948e+18
2.1050000000e+03,4.5286692390e+03,9.5750000000e-02,1.0146450721e+18
2.1100000000e+03,4.1980946264e+03,9.4630000000e-02,1.0051585312e+18
2.1150000000e+03,3.8916724819e+03,9.3850000000e-02,9.9923564131e+17
2.1200000000e+03,3.6076364870e+03,9.3140000000e-02,9.9402054825e+17
2.1250000000e+03,3.3443496284e+03,9.2180000000e-02,9.8609533854e+17
2.1300000000e+03,3.1002947220e+03,9.2380000000e-02,9.9056009653e+17
2.1350000000e+03,2.8935633574e+03,9.1120000000e-02,9.7934307799e+17
2.1400000000e+03,2.7006318997e+03,9.1050000000e-02,9.8088251084e+17
2.1450000000e+03,2.5205781148e+03,8.9940000000e-02,9.7118831256e+17
2.1500000000e+03,2.3525414755e+03,8.9710000000e-02,9.7096278414e+17
2.1550000000e+03,2.2223147782e+03,8.8880000000e-02,9.6421656453e+17
2.1600000000e+03,2.0993081786e+03,8.7890000000e-02,9.5568877106e+17
2.1650000000e+03,1.9831207023e+03,8.2000000000e-02,8.9370671424e+17
2.1700000000e+03,1.8733736838e+03,8.5370000000e-02,9.3258469308e+17
2.1750000000e+03,1.7876330709e+03,8.5760000000e-02,9.3900369511e+17
2.1800000000e+03,1.7058256513e+03,8.4640000000e-02,9.2887102528e+17
2.1850000000e+03,1.6277705460e+03,8.4680000000e-02,9.3144144520e+17
2.1900000000e+03,1.5532952170e+03,8.3140000000e-02,9.1659482862e+17
2.1950000000e+03,1.5002653663e+03,8.3470000000e-02,9.2233397321e+17
2.2000000000e+03,1.4490534856e+03,8.2790000000e-02,9.1690392338e+17
2.2050000000e+03,1.3995969628e+03,8.0900000000e-02,8.9800836684e+17
2.2100000000e+03,1.3518353532e+03,8.0810000000e-02,8.9904338121e+17
